id,price,qty,quote_qty,time,is_buyer_maker
1041226,114441.0,0.019,2174.379,1758593415044,false
1041227,114436.0,0.001,114.436,1758593430714,false
1041228,114456.3,0.002,228.9126,1758593435526,false
1041229,114456.3,0.012,1373.4756,1758593435526,false
1041230,114435.7,0.004,457.7428,1758593441659,true
1041231,114435.7,0.004,457.7428,1758593441660,true
1041232,114435.7,0.002,228.8714,1758593441662,true
1041233,114435.7,0.007,801.0499,1758593441663,true
1041234,114435.7,0.006,686.6142,1758593441664,true
1041235,114435.7,0.004,457.7428,1758593441666,true
1041236,114435.7,0.002,228.8714,1758593441666,true
1041237,114435.7,0.004,457.7428,1758593441667,true
1041238,114435.7,0.002,228.8714,1758593441668,true
1041239,114435.7,0.004,457.7428,1758593441669,true
1041240,114435.7,0.007,801.0499,1758593444930,true
1041241,114435.7,0.013,1487.6641,1758593444968,true
1041242,114435.7,0.014,1602.0998,1758593444979,true
1041243,114435.7,0.002,228.8714,1758593444987,true
1041244,114435.7,0.002,228.8714,1758593445315,true
1041245,114435.7,0.002,228.8714,1758593445316,true
1041246,114435.7,0.002,228.8714,1758593445330,true
1041247,114435.7,0.084,9612.5988,1758593450477,true
1041248,114435.7,0.102,11672.4414,1758593450520,true
1041249,114435.7,0.076,8697.1132,1758593450520,true
1041250,114435.7,0.101,11558.0057,1758593450524,true
1041251,114423.9,0.002,228.8478,1758593462088,false
1041252,114423.9,0.002,228.8478,1758593462090,false
1041253,114455.0,0.008,915.64,1758593516142,false
1041254,114455.0,0.002,228.91,1758593516156,false
1041255,114455.0,0.003,343.365,1758593516183,false
1041256,114455.0,0.002,228.91,1758593516190,false
1041257,114455.0,0.002,228.91,1758593516248,false
1041258,114455.0,0.002,228.91,1758593516267,false
1041259,114456.5,0.001,114.4565,1758593518952,false
1041260,114418.7,0.019,2173.9553,1758593555685,false
1041261,114422.6,0.016,1830.7616,1758593555685,false
1041262,114422.7,0.028,3203.8356,1758593555685,false
1041263,114422.8,0.104,11899.9712,1758593555685,false
1041264,114404.3,0.001,114.4043,1758593562179,false
1041265,114413.8,0.02,2288.276,1758593562179,false
1041266,114413.9,0.026,2974.7614,1758593562179,false
1041267,114414.0,0.126,14416.164,1758593562179,false
1041268,114414.3,0.001,114.4143,1758593566301,false
1041269,114378.0,0.002,228.756,1758593623716,false
1041270,114378.0,0.001,114.378,1758593623719,false
1041271,114326.7,0.004,457.3068,1758593727760,false
1041272,114338.2,0.002,228.6764,1758593727887,false
1041273,114288.7,0.072,8228.7864,1758593748025,false
1041274,114289.6,0.004,457.1584,1758593748025,false
1041275,114297.0,0.004,457.188,1758593754059,false
1041276,114287.0,0.001,114.287,1758593786817,true
1041277,114297.0,0.001,114.297,1758593795714,false
1041278,114301.8,0.001,114.3018,1758593797175,false
1041279,114292.1,0.175,20001.1175,1758593823258,false
1041280,114294.2,0.022,2514.4724,1758593823258,false
1041281,114294.3,0.019,2171.5917,1758593823258,false
1041282,114298.7,0.006,685.7922,1758593823258,false
1041283,114298.8,0.02,2285.976,1758593823258,false
1041284,114300.0,0.044,5029.2,1758593823258,false
1041285,114303.3,0.001,114.3033,1758593823258,false
1041286,114305.7,0.001,114.3057,1758593823258,false
