agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker
1255328,114766.2,9.0,2183009,2183011,1758605365149,false
1255329,114768.3,48.0,2183012,2183012,1758605365149,false
1255330,114768.3,1.0,2183013,2183013,1758605370588,false
1255331,114789.2,57.0,2183014,2183015,1758605383603,false
1255332,114793.6,58.0,2183016,2183016,1758605395831,false
1255333,114793.6,1.0,2183017,2183017,1758605400912,false
1255334,114799.9,1.0,2183018,2183018,1758605402138,true
1255335,114799.9,2.0,2183019,2183019,1758605402391,true
1255336,114799.9,18.0,2183020,2183021,1758605402701,true
1255337,114799.9,3.0,2183022,2183022,1758605403126,true
1255338,114800.0,45.0,2183023,2183027,1758605408029,false
1255339,114800.6,12.0,2183028,2183028,1758605408029,false
1255340,114800.6,57.0,2183029,2183030,1758605422559,false
1255341,114800.6,57.0,2183031,2183031,1758605441689,false
1255342,114800.6,36.0,2183032,2183036,1758605453881,false
1255343,114802.2,21.0,2183037,2183037,1758605453881,false
1255344,114802.2,59.0,2183038,2183041,1758605465181,false
1255345,114802.2,1.0,2183042,2183042,1758605469696,false
1255346,114805.6,1.0,2183043,2183043,1758605469739,false
1255347,114807.1,1.0,2183044,2183044,1758605474177,false
1255348,114811.7,1.0,2183045,2183045,1758605482594,false
1255349,114814.0,58.0,2183046,2183046,1758605484563,false
1255350,114814.0,57.0,2183047,2183049,1758605495145,false
1255351,114814.9,1.0,2183050,2183050,1758605501969,false
1255352,114823.7,32.0,2183051,2183054,1758605512884,false
1255353,114826.5,25.0,2183055,2183055,1758605512885,false
1255354,114826.4,16.0,2183056,2183056,1758605521456,true
1255355,114802.7,57.0,2183057,2183060,1758605525187,false
1255356,114802.7,1.0,2183061,2183061,1758605531900,false
1255357,114819.2,58.0,2183062,2183065,1758605537099,false
1255358,114819.2,1.0,2183066,2183066,1758605540751,false
1255359,114823.6,75.0,2183067,2183068,1758605546192,true
1255360,114807.8,57.0,2183069,2183072,1758605553628,false
1255361,114807.7,76.0,2183073,2183074,1758605560361,true
1255362,114790.8,20.0,2183075,2183076,1758605562447,false
1255363,114802.6,58.0,2183077,2183078,1758605567943,false
1255364,114802.6,57.0,2183079,2183080,1758605583147,false
1255365,114802.6,1.0,2183081,2183081,1758605587464,false
1255366,114812.2,30.0,2183082,2183085,1758605597612,false
1255367,114813.4,27.0,2183086,2183086,1758605597612,false
1255368,114813.3,74.0,2183087,2183088,1758605609476,true
1255369,114800.7,57.0,2183089,2183089,1758605611702,false
1255370,114800.7,57.0,2183090,2183091,1758605623825,false
1255371,114800.7,58.0,2183092,2183095,1758605638439,false
1255372,114800.7,32.0,2183096,2183099,1758605657355,false
1255373,114803.0,25.0,2183100,2183100,1758605657356,false
1255374,114803.0,2.0,2183101,2183101,1758605668748,false
1255375,114804.7,55.0,2183102,2183102,1758605668748,false
1255376,114804.7,57.0,2183103,2183107,1758605685193,false
1255377,114804.6,50.0,2183108,2183108,1758605696902,true
1255378,114804.7,58.0,2183109,2183111,1758605697128,false
1255379,114804.7,57.0,2183112,2183116,1758605714095,false
1255380,114804.7,57.0,2183117,2183121,1758605727568,false
1255381,114804.6,37.0,2183122,2183123,1758605733138,true
1255382,114800.6,34.0,2183124,2183124,1758605733138,true
1255383,114777.7,58.0,2183125,2183127,1758605742271,false
1255384,114777.7,1.0,2183128,2183128,1758605745108,false
1255385,114780.3,58.0,2183129,2183129,1758605753473,false
1255386,114780.3,1.0,2183130,2183130,1758605754750,false
1255387,114782.1,60.0,2183131,2183131,1758605754750,false
1255388,114782.2,200.0,2183132,2183132,1758605754750,false
1255389,114789.1,14.0,2183133,2183133,1758605754750,false
1255390,114789.2,25.0,2183134,2183135,1758605754750,false
1255391,114794.9,58.0,2183136,2183139,1758605770081,false
1255392,114816.7,1.0,2183140,2183140,1758605776463,false
1255393,114823.7,1.0,2183141,2183141,1758605785466,false
1255394,114826.5,57.0,2183142,2183142,1758605787353,false
1255395,114828.6,236.0,2183143,2183148,1758605797294,false
1255396,114830.9,60.0,2183149,2183149,1758605797294,false
1255397,114831.0,200.0,2183150,2183150,1758605797294,false
1255398,114835.2,1.0,2183151,2183151,1758605797294,false
1255399,114835.4,57.0,2183152,2183153,1758605798263,false
1255400,114835.3,71.0,2183154,2183155,1758605806200,true
1255401,114835.2,270.0,2183156,2183156,1758605806201,true
1255402,114807.1,57.0,2183157,2183159,1758605812944,false
1255403,114807.1,19.0,2183160,2183161,1758605828515,false
1255404,114808.5,38.0,2183162,2183162,1758605828515,false
1255405,114808.5,1.0,2183163,2183163,1758605835847,false
1255406,114823.7,1.0,2183164,2183164,1758605839029,false
1255407,114835.2,57.0,2183165,2183168,1758605840694,false
1255408,114835.1,16.0,2183169,2183169,1758605844814,true
1255409,114814.0,1.0,2183170,2183170,1758605850635,true
1255410,114814.1,57.0,2183171,2183171,1758605854445,false
1255411,114814.1,18.0,2183172,2183174,1758605869669,false
1255412,114825.6,24.0,2183175,2183175,1758605869669,false
1255413,114826.3,15.0,2183176,2183176,1758605869669,false
1255414,114858.2,57.0,2183177,2183180,1758605884040,false
1255415,114858.1,21.0,2183181,2183182,1758605888263,true
1255416,114835.2,13.0,2183183,2183183,1758605891757,false
1255417,114863.9,7.0,2183184,2183184,1758605894947,false
1255418,114870.2,1.0,2183185,2183185,1758605895034,false
1255419,114874.7,9.0,2183186,2183186,1758605901688,false
1255420,114878.9,1.0,2183187,2183187,1758605901688,false
1255421,114884.0,47.0,2183188,2183188,1758605901688,false
1255422,114886.2,34.0,2183189,2183192,1758605913732,false
1255423,114887.3,23.0,2183193,2183193,1758605913732,false
1255424,114894.9,9.0,2183194,2183195,1758605926335,true
1255425,114874.7,58.0,2183196,2183197,1758605926755,false
1255426,114874.7,57.0,2183198,2183201,1758605941320,false
1255427,114874.7,57.0,2183202,2183206,1758605956447,false
1255428,114874.6,45.0,2183207,2183210,1758605965051,true
1255429,114874.6,28.0,2183211,2183212,1758605968114,true
1255430,114856.4,59.0,2183213,2183213,1758605971787,false
1255431,114856.4,58.0,2183214,2183216,1758605987123,false
1255432,114856.4,19.0,2183217,2183219,1758605998283,false
1255433,114862.6,10.0,2183220,2183220,1758605998283,false
1255434,114863.0,22.0,2183221,2183221,1758605998283,false
1255435,114864.3,6.0,2183222,2183222,1758605998283,false
1255436,114864.2,65.0,2183223,2183224,1758606001406,true
1255437,114860.2,58.0,2183225,2183225,1758606015283,false
1255438,114860.2,7.0,2183226,2183227,1758606031959,false
1255439,114861.0,50.0,2183228,2183228,1758606031959,false
1255440,114903.8,57.0,2183229,2183230,1758606042266,false
1255441,114903.8,1.0,2183231,2183231,1758606049731,false
1255442,114910.5,22.0,2183232,2183233,1758606055732,true
1255443,114910.6,57.0,2183234,2183235,1758606061542,false
1255444,114910.6,1.0,2183236,2183236,1758606064255,false
1255445,114912.4,57.0,2183237,2183237,1758606075099,false
1255446,114912.4,1.0,2183238,2183238,1758606088178,false
1255447,114915.2,56.0,2183239,2183239,1758606088178,false
1255448,114915.2,57.0,2183240,2183243,1758606102830,false
1255449,114915.2,57.0,2183244,2183245,1758606114471,false
1255450,114915.1,69.0,2183246,2183247,1758606122540,true
1255451,114883.1,40.0,2183248,2183249,1758606122717,true
1255452,114883.2,58.0,2183250,2183251,1758606131779,false
1255453,114883.2,58.0,2183252,2183252,1758606144019,false
1255454,114883.2,290.0,2183253,2183268,1758606146563,false
1255455,114904.2,57.0,2183269,2183270,1758606161013,false
1255456,114904.1,45.0,2183271,2183273,1758606172812,true
1255457,114904.1,7.0,2183274,2183275,1758606173892,true
1255458,114886.0,57.0,2183276,2183276,1758606175388,false
1255459,114886.0,57.0,2183277,2183278,1758606186208,false
1255460,114886.0,58.0,2183279,2183281,1758606203854,false
1255461,114886.0,57.0,2183282,2183283,1758606216260,false
1255462,114886.0,7.0,2183284,2183285,1758606231133,false
1255463,114887.4,50.0,2183286,2183286,1758606231133,false
1255464,114887.4,57.0,2183287,2183287,1758606244043,false
1255465,114887.4,59.0,2183288,2183291,1758606258910,false
1255466,114887.4,57.0,2183292,2183292,1758606272969,false
1255467,114887.4,57.0,2183293,2183295,1758606287055,false
1255468,114887.3,109.0,2183296,2183298,1758606287500,true
1255469,114863.0,57.0,2183299,2183300,1758606304096,false
1255470,114863.0,3.0,2183301,2183301,1758606304337,false
1255471,114875.7,23.0,2183302,2183303,1758606317310,false
1255472,114877.1,34.0,2183304,2183304,1758606317310,false
1255473,114877.0,7.0,2183305,2183305,1758606326615,true
1255474,114835.3,12.0,2183306,2183306,1758606326743,true
1255475,114829.4,12.0,2183307,2183307,1758606326743,true
1255476,114823.7,12.0,2183308,2183308,1758606326743,true
1255477,114823.6,1.0,2183309,2183309,1758606326743,true
1255478,114820.1,3.0,2183310,2183310,1758606326743,true
1255479,114835.0,10.0,2183311,2183313,1758606327787,false
1255480,114858.2,9.0,2183314,2183316,1758606333002,false
1255481,114859.5,51.0,2183317,2183317,1758606333002,false
1255482,114859.5,57.0,2183318,2183323,1758606344615,false
1255483,114862.7,57.0,2183324,2183324,1758606363361,false
1255484,114862.7,58.0,2183325,2183326,1758606373316,false
1255485,114862.6,81.0,2183327,2183328,1758606377708,true
1255486,114848.0,57.0,2183329,2183332,1758606389759,false
1255487,114848.0,58.0,2183333,2183336,1758606403914,false
1255488,114857.8,57.0,2183337,2183340,1758606417028,false
1255489,114857.8,1.0,2183341,2183341,1758606428499,false
1255490,114869.4,57.0,2183342,2183342,1758606432983,false
1255491,114869.4,57.0,2183343,2183346,1758606450662,false
1255492,114869.3,1.0,2183347,2183347,1758606456231,true
1255493,114869.3,1.0,2183348,2183348,1758606456416,true
1255494,114869.3,21.0,2183349,2183349,1758606456633,true
1255495,114864.9,57.0,2183350,2183351,1758606464891,false
1255496,114864.8,1.0,2183352,2183352,1758606477904,true
1255497,114864.9,59.0,2183353,2183353,1758606478581,false
1255498,114864.8,1.0,2183354,2183354,1758606479062,true
1255499,114864.9,26.0,2183355,2183358,1758606489744,false
1255500,114866.1,32.0,2183359,2183359,1758606489744,false
1255501,114866.0,42.0,2183360,2183362,1758606494012,true
1255502,114841.1,619.0,2183363,2183391,1758606498415,false
1255503,114858.2,57.0,2183392,2183393,1758606508194,false
1255504,114858.2,57.0,2183394,2183397,1758606520259,false
1255505,114858.1,96.0,2183398,2183400,1758606528184,true
1255506,114838.5,9.0,2183401,2183401,1758606528243,true
1255507,114823.6,1.0,2183402,2183402,1758606528257,true
1255508,114815.7,3.0,2183403,2183403,1758606528257,true
1255509,114813.1,14.0,2183404,2183404,1758606528257,true
1255510,114812.1,1.0,2183405,2183405,1758606528257,true
1255511,114811.3,1.0,2183406,2183406,1758606528257,true
1255512,114803.5,20.0,2183407,2183407,1758606528257,true
1255513,114809.9,57.0,2183408,2183409,1758606533109,false
1255514,114809.8,2.0,2183410,2183410,1758606546782,true
1255515,114804.2,59.0,2183411,2183413,1758606549347,false
1255516,114804.2,57.0,2183414,2183415,1758606562415,false
1255517,114804.1,9.0,2183416,2183416,1758606574294,true
1255518,114779.3,20.0,2183417,2183418,1758606576068,false
1255519,114779.3,57.0,2183419,2183421,1758606577986,false
1255520,114779.3,68.0,2183422,2183423,1758606581373,false
1255521,114793.4,58.0,2183424,2183426,1758606593003,false
1255522,114793.3,1.0,2183427,2183427,1758606599807,true
1255523,114793.3,1.0,2183428,2183428,1758606600711,true
1255524,114793.4,57.0,2183429,2183433,1758606603589,false
1255525,114793.3,71.0,2183434,2183435,1758606604476,true
1255526,114799.8,173.0,2183436,2183438,1758606615707,true
1255527,114793.9,104.0,2183439,2183439,1758606615707,true
1255528,114787.5,104.0,2183440,2183440,1758606615709,true
1255529,114785.5,104.0,2183441,2183441,1758606615709,true
1255530,114785.4,25.0,2183442,2183442,1758606615709,true
1255531,114766.1,1.0,2183443,2183443,1758606615783,true
1255532,114763.4,39.0,2183444,2183450,1758606615786,true
1255533,114763.5,57.0,2183451,2183452,1758606620482,false
1255534,114763.4,68.0,2183453,2183455,1758606622816,true
1255535,114745.9,25.0,2183456,2183456,1758606622837,true
1255536,114731.6,1.0,2183457,2183457,1758606622906,true
1255537,114730.1,57.0,2183458,2183459,1758606635083,false
1255538,114730.0,62.0,2183460,2183463,1758606645964,true
1255539,114679.9,39.0,2183464,2183464,1758606646037,true
1255540,114685.7,1.0,2183465,2183465,1758606646831,false
1255541,114685.7,58.0,2183466,2183467,1758606648353,false
1255542,114720.2,57.0,2183468,2183471,1758606661674,false
1255543,114721.0,5.0,2183472,2183472,1758606667827,true
1255544,114720.2,6.0,2183473,2183474,1758606677973,false
1255545,114721.1,51.0,2183475,2183475,1758606677973,false
1255546,114721.1,56.0,2183476,2183479,1758606690455,false
1255547,114722.1,1.0,2183480,2183480,1758606690455,false
1255548,114722.1,57.0,2183481,2183481,1758606704802,false
1255549,114731.7,6.0,2183482,2183484,1758606713368,false
1255550,114743.2,1.0,2183485,2183485,1758606720602,false
1255551,114743.6,56.0,2183486,2183486,1758606720602,false
1255552,114746.9,4.0,2183487,2183487,1758606725492,true
1255553,114728.4,57.0,2183488,2183490,1758606733711,false
1255554,114728.3,4.0,2183491,2183491,1758606743663,true
1255555,114709.7,57.0,2183492,2183494,1758606751636,false
1255556,114686.5,5.0,2183495,2183496,1758606756397,false
1255557,114703.5,57.0,2183497,2183498,1758606763764,false
1255558,114703.5,57.0,2183499,2183502,1758606778545,false
1255559,114712.9,57.0,2183503,2183505,1758606794023,false
1255560,114712.9,57.0,2183506,2183506,1758606808832,false
1255561,114712.9,204.0,2183507,2183515,1758606813004,false
1255562,114713.0,131.0,2183516,2183517,1758606813004,false
1255563,114714.3,49.0,2183518,2183518,1758606813004,false
1255564,114714.2,56.0,2183519,2183522,1758606815796,true
1255565,114691.2,24.0,2183523,2183523,1758606815808,true
1255566,114667.8,24.0,2183524,2183524,1758606815875,true
1255567,114656.6,14.0,2183525,2183525,1758606815875,true
1255568,114653.6,2.0,2183526,2183526,1758606815875,true
1255569,114667.9,21.0,2183527,2183532,1758606816381,false
1255570,114681.4,41.0,2183533,2183537,1758606824444,false
1255571,114682.9,16.0,2183538,2183538,1758606824444,false
1255572,114682.9,26.0,2183539,2183541,1758606836205,false
1255573,114685.7,1.0,2183542,2183542,1758606836205,false
1255574,114687.1,31.0,2183543,2183543,1758606836205,false
1255575,114689.1,6.0,2183544,2183544,1758606843818,true
1255576,114689.1,40.0,2183545,2183546,1758606844269,true
1255577,114689.1,27.0,2183547,2183548,1758606844453,true
1255578,114689.1,10.0,2183549,2183549,1758606844882,true
1255579,114689.2,57.0,2183550,2183553,1758606849813,false
1255580,114689.2,48.0,2183554,2183556,1758606863687,false
1255581,114694.9,9.0,2183557,2183557,1758606863687,false
1255582,114694.9,58.0,2183558,2183559,1758606883182,false
1255583,114694.9,57.0,2183560,2183561,1758606895739,false
1255584,114700.7,57.0,2183562,2183562,1758606908238,false
1255585,114700.7,11.0,2183563,2183565,1758606921285,false
1255586,114704.0,48.0,2183566,2183566,1758606921285,false
1255587,114704.0,25.0,2183567,2183569,1758606940827,false
1255588,114706.2,35.0,2183570,2183570,1758606940827,false
1255589,114712.9,58.0,2183571,2183573,1758606953772,false
1255590,114713.2,57.0,2183574,2183574,1758606969009,false
1255591,114713.2,191.0,2183575,2183577,1758606981949,false
1255592,114719.8,57.0,2183578,2183582,1758606983640,false
1255593,114719.8,33.0,2183583,2183585,1758606995588,false
1255594,114720.1,25.0,2183586,2183586,1758606995588,false
1255595,114720.1,58.0,2183587,2183587,1758607009665,false
1255596,114720.1,57.0,2183588,2183589,1758607024009,false
1255597,114720.1,15.0,2183590,2183592,1758607024743,false
1255598,114727.1,57.0,2183593,2183594,1758607038859,false
1255599,114739.4,32.0,2183595,2183597,1758607052559,false
1255600,114742.3,25.0,2183598,2183598,1758607052559,false
1255601,114752.2,58.0,2183599,2183603,1758607065112,false
1255602,114752.2,58.0,2183604,2183604,1758607084326,false
1255603,114752.1,156.0,2183605,2183609,1758607086044,true
1255604,114748.0,57.0,2183610,2183611,1758607096633,false
1255605,114729.3,57.0,2183612,2183615,1758607108120,false
1255606,114729.3,18.0,2183616,2183617,1758607126483,false
1255607,114730.4,39.0,2183618,2183618,1758607126483,false
1255608,114730.4,26.0,2183619,2183620,1758607138890,false
1255609,114737.8,34.0,2183621,2183621,1758607138890,false
1255610,114737.8,6.0,2183622,2183623,1758607151498,false
1255611,114754.7,57.0,2183624,2183626,1758607153190,false
1255612,114766.2,57.0,2183627,2183634,1758607165826,false
1255613,114766.1,18.0,2183635,2183635,1758607180442,true
1255614,114745.3,57.0,2183636,2183636,1758607181611,false
1255615,114745.2,59.0,2183637,2183638,1758607185118,true
1255616,114697.1,16.0,2183639,2183640,1758607185208,true
1255617,114696.7,1.0,2183641,2183641,1758607185208,true
1255618,114693.1,6.0,2183642,2183642,1758607185208,true
1255619,114691.5,11.0,2183643,2183643,1758607185208,true
1255620,114689.8,6.0,2183644,2183644,1758607185208,true
1255621,114689.9,57.0,2183645,2183646,1758607195653,false
1255622,114689.9,11.0,2183647,2183649,1758607206293,false
1255623,114690.4,20.0,2183650,2183650,1758607206293,false
1255624,114704.7,125.0,2183651,2183655,1758607209360,true
1255625,114704.7,6.0,2183656,2183656,1758607211776,true
1255626,114674.2,54.0,2183657,2183659,1758607212524,false
1255627,114678.5,4.0,2183660,2183660,1758607212524,false
1255628,114678.5,7.0,2183661,2183662,1758607225569,false
1255629,114679.0,9.0,2183663,2183663,1758607225569,false
1255630,114685.7,1.0,2183664,2183664,1758607225570,false
1255631,114690.3,40.0,2183665,2183665,1758607225570,false
1255632,114690.3,2.0,2183666,2183666,1758607242101,false
1255633,114697.2,1.0,2183667,2183667,1758607242101,false
1255634,114699.7,54.0,2183668,2183668,1758607242101,false
1255635,114708.7,12.0,2183669,2183671,1758607254572,false
1255636,114712.8,45.0,2183672,2183672,1758607254572,false
1255637,114725.3,57.0,2183673,2183673,1758607268814,false
1255638,114737.8,28.0,2183674,2183676,1758607284317,false
1255639,114740.7,29.0,2183677,2183677,1758607284318,false
1255640,114743.2,12.0,2183678,2183680,1758607300511,false
1255641,114747.3,46.0,2183681,2183681,1758607300511,false
1255642,114748.5,10.0,2183682,2183683,1758607313461,false
1255643,114752.1,47.0,2183684,2183684,1758607313461,false
1255644,114752.0,5.0,2183685,2183686,1758607321209,true
1255645,114729.1,40.0,2183687,2183690,1758607321287,true
1255646,114723.1,57.0,2183691,2183693,1758607326909,false
1255647,114723.0,5.0,2183694,2183694,1758607334591,true
1255648,114706.2,57.0,2183695,2183697,1758607340989,false
1255649,114706.2,13.0,2183698,2183700,1758607355504,false
1255650,114708.6,2.0,2183701,2183701,1758607355504,false
1255651,114709.2,42.0,2183702,2183702,1758607355504,false
1255652,114709.2,32.0,2183703,2183705,1758607370237,false
1255653,114711.2,28.0,2183706,2183706,1758607370237,false
1255654,114711.2,57.0,2183707,2183709,1758607384724,false
1255655,114711.1,6.0,2183710,2183710,1758607387601,true
1255656,114684.4,57.0,2183711,2183713,1758607399493,false
1255657,114684.3,48.0,2183714,2183714,1758607400504,true
1255658,114684.4,57.0,2183715,2183719,1758607411096,false
1255659,114684.3,74.0,2183720,2183721,1758607413463,true
1255660,114668.8,58.0,2183722,2183722,1758607430748,false
1255661,114668.7,13.0,2183723,2183723,1758607442722,true
1255662,114648.5,57.0,2183724,2183726,1758607443033,false
1255663,114648.5,57.0,2183727,2183729,1758607455751,false
1255664,114648.5,57.0,2183730,2183733,1758607472143,false
1255665,114648.5,57.0,2183734,2183735,1758607486951,false
1255666,114648.5,57.0,2183736,2183739,1758607502051,false
1255667,114648.5,58.0,2183740,2183744,1758607517386,false
1255668,114648.5,57.0,2183745,2183748,1758607531134,false
1255669,114648.5,57.0,2183749,2183749,1758607541447,false
1255670,114649.1,16.0,2183750,2183751,1758607560087,false
1255671,114654.9,15.0,2183752,2183752,1758607560176,false
1255672,114662.7,1.0,2183753,2183753,1758607560176,false
1255673,114674.2,1.0,2183754,2183754,1758607560176,false
1255674,114675.1,40.0,2183755,2183755,1758607560176,false
1255675,114662.6,57.0,2183756,2183758,1758607572781,false
1255676,114685.7,57.0,2183759,2183760,1758607585032,false
1255677,114708.7,57.0,2183761,2183764,1758607600472,false
1255678,114720.2,3.0,2183765,2183767,1758607611254,false
1255679,114728.7,24.0,2183768,2183770,1758607615966,false
1255680,114732.8,33.0,2183771,2183771,1758607615966,false
1255681,114754.7,57.0,2183772,2183774,1758607629975,false
1255682,114754.7,57.0,2183775,2183776,1758607644717,false
1255683,114755.8,34.0,2183777,2183778,1758607651544,false
1255684,114777.7,37.0,2183779,2183781,1758607657610,false
1255685,114777.8,20.0,2183782,2183782,1758607657610,false
1255686,114779.2,57.0,2183783,2183786,1758607673823,false
1255687,114789.2,36.0,2183787,2183790,1758607687379,false
1255688,114791.6,15.0,2183791,2183792,1758607687379,false
1255689,114791.7,7.0,2183793,2183793,1758607687379,false
1255690,114796.2,57.0,2183794,2183794,1758607700029,false
1255691,114800.7,5.0,2183795,2183797,1758607717513,false
1255692,114802.0,53.0,2183798,2183798,1758607717513,false
1255693,114810.3,49.0,2183799,2183801,1758607728047,false
1255694,114810.4,8.0,2183802,2183802,1758607728047,false
1255695,114813.9,42.0,2183803,2183806,1758607746899,false
1255696,114814.1,15.0,2183807,2183807,1758607746899,false
1255697,114814.0,7.0,2183808,2183809,1758607752488,true
1255698,114813.8,3.0,2183810,2183810,1758607752488,true
1255699,114813.9,57.0,2183811,2183812,1758607760677,false
1255700,114823.7,4.0,2183813,2183814,1758607771843,false
1255701,114830.2,10.0,2183815,2183815,1758607771843,false
1255702,114833.5,43.0,2183816,2183817,1758607771843,false
1255703,114833.5,57.0,2183818,2183822,1758607789815,false
1255704,114833.5,59.0,2183823,2183826,1758607802801,false
1255705,114833.5,47.0,2183827,2183829,1758607815065,false
1255706,114833.8,10.0,2183830,2183830,1758607815065,false
1255707,114833.4,7.0,2183831,2183831,1758607826289,true
1255708,114813.8,40.0,2183832,2183832,1758607826342,true
1255709,114810.9,57.0,2183833,2183837,1758607833108,false
1255710,114810.9,57.0,2183838,2183842,1758607843774,false
1255711,114810.9,1.0,2183843,2183843,1758607857692,false
1255712,114823.7,1.0,2183844,2183844,1758607863179,false
1255713,114824.2,1.0,2183845,2183845,1758607863180,false
1255714,114826.6,55.0,2183846,2183846,1758607863180,false
1255715,114834.2,57.0,2183847,2183847,1758607874786,false
1255716,114856.2,57.0,2183848,2183850,1758607890580,false
1255717,114857.2,57.0,2183851,2183854,1758607901934,false
1255718,114858.0,56.0,2183855,2183858,1758607920151,false
1255719,114859.1,1.0,2183859,2183859,1758607920151,false
1255720,114869.7,1.0,2183860,2183860,1758607933673,false
1255721,114870.6,56.0,2183861,2183861,1758607933673,false
1255722,114870.6,58.0,2183862,2183866,1758607944589,false
1255723,114870.5,29.0,2183867,2183872,1758607957929,true
1255724,114849.0,58.0,2183873,2183877,1758607963807,false
1255725,114849.0,39.0,2183878,2183880,1758607977683,false
1255726,114850.9,19.0,2183881,2183881,1758607977683,false
1255727,114859.2,58.0,2183882,2183883,1758607988897,false
1255728,114859.1,44.0,2183884,2183887,1758607995794,true
1255729,114841.9,47.0,2183888,2183888,1758607995829,true
1255730,114842.0,59.0,2183889,2183892,1758608005256,false
1255731,114842.0,23.0,2183893,2183894,1758608010326,false
1255732,114843.2,72.0,2183895,2183896,1758608010328,false
1255733,114862.9,57.0,2183897,2183897,1758608017651,false
1255734,114862.9,163.0,2183898,2183900,1758608019790,false
1255735,114892.6,9.0,2183901,2183903,1758608022677,true
1255736,114865.7,5.0,2183904,2183904,1758608023440,true
1255737,114844.8,5.0,2183905,2183905,1758608026158,true
1255738,114837.4,57.0,2183906,2183908,1758608034217,false
1255739,114837.4,58.0,2183909,2183910,1758608050456,false
1255740,114837.4,18.0,2183911,2183913,1758608064591,false
1255741,114838.0,2.0,2183914,2183914,1758608064591,false
1255742,114838.7,37.0,2183915,2183915,1758608064591,false
1255743,114838.6,6.0,2183916,2183916,1758608067700,true
1255744,114823.6,6.0,2183917,2183917,1758608068187,true
1255745,114804.1,58.0,2183918,2183919,1758608072566,false
1255746,114804.1,58.0,2183920,2183921,1758608075228,false
1255747,114804.0,8.0,2183922,2183923,1758608086966,true
1255748,114788.2,13.0,2183924,2183927,1758608089010,false
1255749,114790.2,44.0,2183928,2183928,1758608089010,false
1255750,114790.2,31.0,2183929,2183931,1758608103834,false
1255751,114792.5,26.0,2183932,2183932,1758608103835,false
1255752,114792.4,1.0,2183933,2183933,1758608104873,true
1255753,114792.4,70.0,2183934,2183936,1758608113213,true
1255754,114792.5,1.0,2183937,2183937,1758608121299,false
1255755,114792.5,1.0,2183938,2183938,1758608121843,false
1255756,114792.5,20.0,2183939,2183941,1758608122458,false
1255757,114800.7,1.0,2183942,2183942,1758608122459,false
1255758,114808.4,10.0,2183943,2183943,1758608122459,false
1255759,114812.2,1.0,2183944,2183944,1758608122459,false
1255760,114814.3,10.0,2183945,2183945,1758608122459,false
1255761,114814.6,16.0,2183946,2183946,1758608122459,false
1255762,114814.2,1.0,2183947,2183947,1758608123768,true
1255763,114814.2,6.0,2183948,2183948,1758608123920,true
1255764,114799.1,51.0,2183949,2183950,1758608125012,true
1255765,114799.2,58.0,2183951,2183952,1758608134093,false
1255766,114799.1,45.0,2183953,2183954,1758608139728,true
1255767,114799.1,40.0,2183955,2183956,1758608149605,true
1255768,114799.2,57.0,2183957,2183961,1758608149675,false
1255769,114799.2,59.0,2183962,2183963,1758608163527,false
1255770,114799.1,23.0,2183964,2183964,1758608163536,true
1255771,114799.1,8.0,2183965,2183965,1758608169157,true
1255772,114770.2,39.0,2183966,2183969,1758608169215,true
1255773,114770.2,29.0,2183970,2183971,1758608174275,true
1255774,114770.3,58.0,2183972,2183975,1758608175194,false
1255775,114770.2,9.0,2183976,2183976,1758608184313,true
1255776,114770.3,57.0,2183977,2183979,1758608192684,false
1255777,114770.2,33.0,2183980,2183980,1758608194174,true
1255778,114770.3,14.0,2183981,2183983,1758608203811,false
1255779,114776.3,43.0,2183984,2183984,1758608203811,false
1255780,114776.2,3.0,2183985,2183985,1758608204147,true
1255781,114792.6,1.0,2183986,2183986,1758608219596,false
1255782,114792.6,30.0,2183987,2183987,1758608221370,false
1255783,114803.7,3.0,2183988,2183988,1758608221370,false
1255784,114809.6,24.0,2183989,2183990,1758608221370,false
1255785,114823.6,151.0,2183991,2183995,1758608230961,true
1255786,114821.9,130.0,2183996,2183996,1758608230962,true
1255787,114823.7,57.0,2183997,2184001,1758608233112,false
1255788,114823.7,53.0,2184002,2184003,1758608252529,false
1255789,114835.6,5.0,2184004,2184004,1758608252529,false
1255790,114835.6,17.0,2184005,2184007,1758608263009,false
1255791,114837.3,41.0,2184008,2184008,1758608263009,false
1255792,114855.5,33.0,2184009,2184010,1758608281051,false
1255793,114857.2,24.0,2184011,2184011,1758608281051,false
1255794,114858.2,7.0,2184012,2184013,1758608292724,false
1255795,114860.8,49.0,2184014,2184014,1758608292724,false
1255796,114860.9,1.0,2184015,2184015,1758608292724,false
1255797,114860.8,58.0,2184016,2184020,1758608307255,false
1255798,114860.8,39.0,2184021,2184023,1758608320460,false
1255799,114861.9,18.0,2184024,2184024,1758608320460,false
1255800,114861.9,29.0,2184025,2184026,1758608321018,false
1255801,114881.2,30.0,2184027,2184029,1758608337269,false
1255802,114883.1,27.0,2184030,2184030,1758608337269,false
1255803,114883.1,35.0,2184031,2184033,1758608349404,false
1255804,114885.3,22.0,2184034,2184034,1758608349405,false
1255805,114885.2,1.0,2184035,2184035,1758608360379,true
1255806,114885.3,57.0,2184036,2184039,1758608364596,false
1255807,114885.3,30.0,2184040,2184043,1758608379797,false
1255808,114888.5,28.0,2184044,2184045,1758608379797,false
